turf_name,latitude,longitude,service_address,pk_site_id,service_area_hectare,neighbourhood_id,turf_id,is_active,created_at,modified_at,duration_for_580d,duration_for_72gm,580d,72gm,service_site_id,service_level_id
ROAD ISLAND,53.43971695,-113.4198469,52 ST-11 AVE,1479,0.009,6670,75029,TRUE,2017-04-25 20:09:59.76854+00,2017-04-25 20:09:59.77+00,0:00:00,0:01:48,\N,0.009,4,900
WALKWAY,53.46576161,-113.4081712,45 ST - 35A AVE,1488,0.006,6530,75030,TRUE,2017-04-25 20:09:59.838779+00,2017-04-25 20:09:59.84+00,0:00:00,0:01:12,\N,0.006,4,900
NEIGHBORHOOD PARK,53.52052255,-113.5346349,84 AVE-118 ST,1491,0.189,5580,75970,TRUE,2017-04-25 20:11:13.641523+00,2017-04-25 20:11:13.64+00,0:00:00,0:37:48,0,0.189,,900
Tipton Arena Park,53.51662569,-113.5106323,80 AVE-108 ST,1492,0.995,5330,75971,TRUE,2017-04-25 20:11:13.711896+00,2017-04-25 20:11:13.71+00,0:27:00,0:19:00,0.9,0.095,,930
PARK SOUTH OF MENISA,53.43871656,-113.4530145,EAST OF 80 ST & SOUTH OF 10 AVE,1493,2.24,6450,75031,TRUE,2017-04-25 20:09:59.909714+00,2017-04-25 20:09:59.91+00,1:07:12,0:00:00,2.24,0,4,900
RAVINE BUFFER,53.45891079,-113.5467675,28-29 AVE-125-126 ST,1494,2.026,5070,75972,TRUE,2017-04-25 20:11:13.784482+00,2017-04-25 20:11:13.78+00,0:41:17,2:10:00,1.376,0.65,,900
WALKWAY,53.46844105,-113.5797325,#328 BUCHANAN WAY,1496,0.018,5100,75973,TRUE,2017-04-25 20:11:13.85695+00,2017-04-25 20:11:13.86+00,0:00:00,0:03:36,0,0.018,,900
WALKWAY,53.47941443,-113.4545691,76 St - Millbourne Road West,1497,0.426,6760,75032,TRUE,2017-04-25 20:09:59.980638+00,2017-04-25 20:09:59.98+00,0:00:00,1:25:12,\N,0.426,13,900
WALKWAY,53.4223416,-113.5044022,BETWEEN #527 & #531 BYRNE CRESCENT,1499,0.009,5453,75974,TRUE,2017-04-25 20:11:13.927046+00,2017-04-25 20:11:13.93+00,0:00:00,0:01:48,0,0.009,,900
WALKWAY,53.41907741,-113.5084689,#2303 Bailey Court - #922 Blackmud Creek Cres.,1500,0.027,5453,75975,TRUE,2017-04-25 20:11:13.998712+00,2017-04-25 20:11:14+00,0:00:00,0:05:24,0,0.027,,900
VIOLET ARCHER PARK/PLGD,53.50681628,-113.5133595,70 AVE-109A ST,1505,0.308,5310,75976,TRUE,2017-04-25 20:11:14.069546+00,2017-04-25 20:11:14.07+00,0:00:00,1:01:36,0,0.308,,900
McKERNAN PARK/PLGD,53.51153414,-113.5192708,76 AVE-112 ST,1506,0.717,5290,75977,TRUE,2017-04-25 20:11:14.140978+00,2017-04-25 20:11:14.14+00,0:09:00,1:23:24,0.3,0.417,,930
ROAD ISLAND/BLVD *PIP*,53.51527628,-113.5200636,79 AVE-112 ST,1507,0.53,5290,75978,TRUE,2017-04-25 20:11:14.212259+00,2017-04-25 20:11:14.21+00,0:00:00,1:46:00,0,0.53,,900
STRATHCONA PARK,53.52136465,-113.4969562,85 AVE-104 ST,1508,0.367,5480,75033,TRUE,2017-04-25 20:10:00.056866+00,2017-04-25 20:10:00.06+00,0:05:01,0:40:00,0.167,0.2,,900
CUL DE SAC,53.45781988,-113.3866463,BTWN 3203 & 3204 28 AVE,1511,0.007,6442,75034,TRUE,2017-04-25 20:10:00.12732+00,2017-04-25 20:10:00.13+00,0:00:00,0:01:24,\N,0.007,3,900
WALKWAY,53.51029192,-113.5174088,73 AVE: 111 - 111A ST,1513,0.022,5290,75979,TRUE,2017-04-25 20:11:14.283074+00,2017-04-25 20:11:14.28+00,0:00:00,0:04:24,0,0.022,,900
PLEASANTVIEW PARK/PLGD,53.49465765,-113.5106175,57-59 AVE-108 ST,1514,1.566,5320,75980,TRUE,2017-04-25 20:11:14.353912+00,2017-04-25 20:11:14.35+00,0:30:29,1:50:00,1.016,0.55,,930
NEIGHBORHOOD PARK,53.4901234,-113.5007224,53 AVE-105 ST,1515,0.197,5320,75981,TRUE,2017-04-25 20:11:14.424258+00,2017-04-25 20:11:14.42+00,0:00:00,0:39:24,0,0.197,,900
NEIGHBORHOOD PARK,53.49180881,-113.5007065,54 AVE-105 ST,1516,0.329,5320,75982,TRUE,2017-04-25 20:11:14.495304+00,2017-04-25 20:11:14.5+00,0:00:00,1:05:48,0,0.329,,900
ROAD ISLAND (ALLEY),53.5012907,-113.4986684,64A AVE-104-104A ST,1517,0.035,5010,75983,TRUE,2017-04-25 20:11:14.567943+00,2017-04-25 20:11:14.57+00,0:00:00,0:07:00,0,0.035,,900
ROAD ISLAND,53.50445888,-113.4998148,68 AVE-105 ST,1518,0.114,5010,75984,TRUE,2017-04-25 20:11:14.640247+00,2017-04-25 20:11:14.64+00,0:00:00,0:22:48,0,0.114,,900
ROAD BUFFER,53.46309019,-113.5598561,OGILVIE BLVD-OMAND DR.-EAST TO PIPELINE,1520,0.107,5300,75985,TRUE,2017-04-25 20:11:14.710868+00,2017-04-25 20:11:14.71+00,0:00:00,0:21:24,0,0.107,,900
WALKWAY,53.45580275,-113.5182087,23B-24 AVE-111A ST,1529,0.027,5060,75986,TRUE,2017-04-25 20:11:14.780882+00,2017-04-25 20:11:14.78+00,0:00:00,0:05:24,0,0.027,,900
WALKWAY,53.4558456,-113.5299861,24-25 AVE-116 ST,1530,0.036,5060,75987,TRUE,2017-04-25 20:11:14.850615+00,2017-04-25 20:11:14.85+00,0:00:00,0:07:12,0,0.036,,900
BLUE QUILL II SCHOOL/PARK/PLGD,53.45726571,-113.5383559,28 AVE-119 ST,1531,4.395,5070,75988,TRUE,2017-04-25 20:11:14.922778+00,2017-04-25 20:11:14.92+00,1:43:21,3:10:00,3.445,0.95,,930
TERWILLEGAR DRIVE,53.47898303,-113.572598,Terwilleger Drive - Whitemud Drive to - 40 Ave.,1534,1.94,5100,75989,TRUE,2017-04-25 20:11:14.995828+00,2017-04-25 20:11:15+00,0:39:45,2:03:00,1.325,0.615,,910
WALKWAY,53.46567019,-113.5226015,33-33A AVE-112A-112B ST,1540,0.041,5490,75990,TRUE,2017-04-25 20:11:15.068624+00,2017-04-25 20:11:15.07+00,0:00:00,0:08:12,0,0.041,,900
WALKWAY,53.44390089,-113.5413386,#1204 - 119 St,1541,0.021,5511,75991,TRUE,2017-04-25 20:11:15.141484+00,2017-04-25 20:11:15.14+00,0:00:00,0:04:12,0,0.021,,900
WALKWAY,53.448895,-113.5428917,#879 Twin Brooks Close,1542,0.016,5511,75992,TRUE,2017-04-25 20:11:15.21431+00,2017-04-25 20:11:15.21+00,0:00:00,0:03:12,0,0.016,,900
WALKWAY,53.44341294,-113.524728,113 ST-12 AVE,1543,0.034,5511,75993,TRUE,2017-04-25 20:11:15.289797+00,2017-04-25 20:11:15.29+00,0:00:00,0:06:48,0,0.034,,900
WALKWAY,53.46206398,-113.5140526,30 AVE-110-110A ST,1546,0.015,5470,75994,TRUE,2017-04-25 20:11:15.361368+00,2017-04-25 20:11:15.36+00,0:00:00,0:03:00,0,0.015,,900
CHARLES ANDERSON PARK,53.47341421,-113.5000821,3803-105 ST,1547,2.17,5160,75995,TRUE,2017-04-25 20:11:15.435315+00,2017-04-25 20:11:15.44+00,0:57:00,0:54:00,1.9,0.27,,900
ROAD ISLAND,53.43920366,-113.4276025,58 ST - 11 AVE,1548,0.009,6670,75035,TRUE,2017-04-25 20:10:00.198051+00,2017-04-25 20:10:00.2+00,0:00:00,0:01:48,\N,0.009,15,900
WALKWAY,53.4709163,-113.5963299,#954 HEACOCK ROAD- #688 HENDERSON ST,1549,0.027,5230,75996,TRUE,2017-04-25 20:11:15.512338+00,2017-04-25 20:11:15.51+00,0:00:00,0:05:24,0,0.027,,900
WALKWAY,53.4692158,-113.5994337,648 HENDERSON ST - 715 HETU LANE,1552,0.018,5230,75997,TRUE,2017-04-25 20:11:15.588608+00,2017-04-25 20:11:15.59+00,0:00:00,0:03:36,0,0.018,,900
ALLEY,53.46838843,-113.5994591,NEXT TO #808 HEPBURN AVE,1553,0.023,5230,75998,TRUE,2017-04-25 20:11:15.668446+00,2017-04-25 20:11:15.67+00,0:00:00,0:04:36,0,0.023,,900
Dry Pond and WALKWAY,53.45237812,-113.5670903,1084 Tory Road - #217 Tory Crescent to Rabbit Hill Rd..,1555,1.811,5640,75999,TRUE,2017-04-25 20:11:15.747685+00,2017-04-25 20:11:15.75+00,0:41:46,1:23:48,1.392,0.419,,900
ROAD BUFFER,53.5010827,-113.5715272,POCKET PARK ADJCENT TO 14515 66 AVE,1557,0.1088,5080,76000,TRUE,2017-04-25 20:11:15.818305+00,2017-04-25 20:11:15.82+00,0:00:00,0:21:46,0,0.109,,900
ROAD ISLAND,53.4976314,-113.57964,64 AVE-150 ST,1558,0.034,5080,76001,TRUE,2017-04-25 20:11:15.888762+00,2017-04-25 20:11:15.89+00,0:00:00,0:06:48,0,0.034,,900
SKYRATTLER SCHOOL/PARK/PLGD,53.45079412,-113.5230802,SADDLEBACK ROAD-114 ST,1566,4.068,5460,76002,TRUE,2017-04-25 20:11:16.030546+00,2017-04-25 20:11:16.03+00,1:54:23,0:51:00,3.813,0.255,,930
WALKWAY,53.43892909,-113.426705,56-58 ST & 10-11A AVE,1568,0.411,6670,75036,TRUE,2017-04-25 20:10:00.269061+00,2017-04-25 20:10:00.27+00,0:00:00,1:22:12,\N,0.411,12,900
WALKWAY,53.46114379,-113.5376483,29 AVE-118 ST,1569,0.016,5060,76003,TRUE,2017-04-25 20:11:16.100902+00,2017-04-25 20:11:16.1+00,0:00:00,0:03:12,0,0.016,,900
WALKWAY ACROSS N.A.B.C. LAND - CITY RESPONSIBLE,53.44927413,-113.5273708,18 Ave. - 114 to 118 street,1571,0.195,5460,76004,TRUE,2017-04-25 20:11:16.171343+00,2017-04-25 20:11:16.17+00,0:00:00,0:39:00,0,0.195,,900
WALKWAY,53.43761916,-113.5231834,112B ST-8 AVE,1573,0.016,5511,76005,TRUE,2017-04-25 20:11:16.242513+00,2017-04-25 20:11:16.24+00,0:00:00,0:03:12,0,0.016,,900
WALKWAY,53.4369637,-113.5328706,#803-116 ST,1574,0.016,5511,76006,TRUE,2017-04-25 20:11:16.313414+00,2017-04-25 20:11:16.31+00,0:00:00,0:03:12,0,0.016,,900
PUL-WALKWAY,53.47870978,-113.5631236,BURTON ROAD-BUTTERWORTH CLOSE,1575,2.618,5100,76007,TRUE,2017-04-25 20:11:16.385182+00,2017-04-25 20:11:16.39+00,1:04:48,1:31:36,2.16,0.458,,900
CAINE MEMORIAL PARK,53.48994103,-113.5077914,53 AVE-107 ST,1579,0.444,5320,76008,TRUE,2017-04-25 20:11:16.462343+00,2017-04-25 20:11:16.46+00,0:00:00,1:28:48,0,0.444,,900
NEIGHBOURHOOD PARK,53.48511298,-113.5467284,47 AVE-125 ST,1580,0.145,5260,76009,TRUE,2017-04-25 20:11:16.535198+00,2017-04-25 20:11:16.54+00,0:00:00,0:29:00,0,0.145,,900
NEIGHBORHOOD PARK,53.4936904,-113.5210463,55A AVE-113 ST,1581,0.063,5270,76010,TRUE,2017-04-25 20:11:16.608689+00,2017-04-25 20:11:16.61+00,0:00:00,0:12:36,0,0.063,,900
ROAD MERIDEAN,53.47573451,-113.5117251,106 ST-35-40 AVE,1582,0.204,5160,76011,TRUE,2017-04-25 20:11:16.684482+00,2017-04-25 20:11:16.68+00,0:00:00,0:40:48,0,0.204,,900
ROAD ISLAND,53.50808986,-113.4573469,72 AVE-85 ST,1583,0.368,6020,75037,TRUE,2017-04-25 20:10:00.343057+00,2017-04-25 20:10:00.34+00,0:01:39,1:02:36,0.055,0.313,5,900
WALKWAY,53.47877903,-113.5092525,42 AVE-107A ST,1584,0.043,5360,76012,TRUE,2017-04-25 20:11:16.756776+00,2017-04-25 20:11:16.76+00,0:00:00,0:08:36,0,0.043,,900
WALKWAY,53.47993615,-113.5113246,42-43 AVE-108-109A ST,1585,0.095,5360,76013,TRUE,2017-04-25 20:11:16.828553+00,2017-04-25 20:11:16.83+00,0:00:00,0:19:00,0,0.095,,900
WALKWAY,53.51914012,-113.5346093,118 ST-UNIVERSITY AVE-84 AVE,1586,0.03,5580,76014,TRUE,2017-04-25 20:11:16.899207+00,2017-04-25 20:11:16.9+00,0:00:00,0:06:00,0,0.03,,900
OLD SCONA POLICE BUILDING WEED CONTROL ONLY,53.51881167,-113.4962756,NORTH OF KITTLITZ PARK: 29 - 30 ST,1589,0.084,6790,75038,TRUE,2017-04-25 20:10:00.418674+00,2017-04-25 20:10:00.42+00,0:00:00,0:16:48,\N,0.084,23,900
John Walter Museum,53.52814906,-113.5052596,WALTERDALE ROAD-105 ST,1590,1.933,5390,76015,TRUE,2017-04-25 20:11:16.975006+00,2017-04-25 20:11:16.98+00,0:34:12,2:38:36,1.14,0.793,,930
WALKWAY (4 BRANCHES),53.47084369,-113.3852557,E/S 58 ST: BACKLANE-11A AVE & SS 11A AVE &,1599,0.044,6670,75039,TRUE,2017-04-25 20:10:00.490872+00,2017-04-25 20:10:00.49+00,0:00:00,0:08:48,\N,0.044,10,900
ROADWAY BLVDS,53.44018994,-113.4292992,SILVER BERRY RD: 34 ST - 32 AVE,1600,0.14,6442,75040,TRUE,2017-04-25 20:10:00.56311+00,2017-04-25 20:10:00.56+00,0:00:00,0:28:00,\N,0.14,11,900
PARK,53.44755859,-113.5797159,4149 Tompkins Way,1601,0.492,5640,76016,TRUE,2017-04-25 20:11:17.046632+00,2017-04-25 20:11:17.05+00,0:07:21,0:49:24,0.245,0.247,,900
PARK,53.44578333,-113.5824423,4617 Turner Square,1602,0.127,5640,76017,TRUE,2017-04-25 20:11:17.117501+00,2017-04-25 20:11:17.12+00,0:00:00,0:25:24,0,0.127,,900
UTILITY LOT,53.44420822,-113.4874427,SOUTH OF 19 AVE EAST OF 102 ST,1608,0.012,6195,75041,TRUE,2017-04-25 20:10:00.72509+00,2017-04-25 20:10:00.73+00,0:00:00,0:02:24,0,0.012,,900
ROAD BUFFER (3 SECTIONS ADJACENT TO CEMETERY),53.49206297,-113.5044893,106 Street - 53 Ave. to 60A Ave.,1610,0.173,5320,76018,TRUE,2017-04-25 20:11:17.188928+00,2017-04-25 20:11:17.19+00,0:00:00,0:34:36,0,0.173,,900
WALKWAY,53.47400654,-113.4005423,4003 - 38A AVE,1611,0.019,6370,75042,TRUE,2017-04-25 20:10:00.796182+00,2017-04-25 20:10:00.8+00,0:00:00,0:03:48,\N,0.019,13,900
SCHOOL SITE/PARK/C.L./PLGD,53.4792581,-113.4489091,MILLBOURNE ROAD E-70 ST,1612,8.742,6480,75043,TRUE,2017-04-25 20:10:00.869353+00,2017-04-25 20:10:00.87+00,3:45:00,4:08:24,7.5,1.242,1,900
NEIGHBORHOOD PARK,53.50985621,-113.5349109,74 AVE-118 ST,1619,0.229,5040,76019,TRUE,2017-04-25 20:11:17.259514+00,2017-04-25 20:11:17.26+00,0:00:00,0:45:48,0,0.229,,900
VACANT LOT,53.52275463,-113.4988151,BESIDE 10434-87AVE,1621,0.096,5480,75044,TRUE,2017-04-25 20:10:00.948391+00,2017-04-25 20:10:00.95+00,0:00:00,0:19:12,0,0.096,,910
ROADWAY MEDIAN,53.48954662,-113.454738,86 ST-BTWN 51 AVE-N OF 53 AVE,1622,0.041,6430,75045,TRUE,2017-04-25 20:10:01.021058+00,2017-04-25 20:10:01.02+00,0:00:00,0:08:12,0,0.041,5,900
ROADWAY,53.45485526,-113.4033495,NORTH SIDE 23 AVE-BTWN MILLWOODS RD E- 38 ST,1623,2.127,6030,75046,TRUE,2017-04-25 20:10:01.098647+00,2017-04-25 20:10:01.1+00,0:54:00,1:05:24,1.8,0.327,4,900
ROAD ISLAND,53.43937612,-113.4244306,56 ST - 11 AVE,1624,0.053,6670,75047,TRUE,2017-04-25 20:10:01.177888+00,2017-04-25 20:10:01.18+00,0:00:00,0:10:36,0,0.053,5,900
ROAD ISLAND,53.438656,-113.4351926,10 AVE-W OF 63 ST,1625,0.028,6670,75048,TRUE,2017-04-25 20:10:01.253795+00,2017-04-25 20:10:01.25+00,0:00:00,0:05:36,\N,0.028,6,900
ROAD ISLAND,53.44041168,-113.4334164,11 AVE-63 ST,1626,0.015,6670,75049,TRUE,2017-04-25 20:10:01.332846+00,2017-04-25 20:10:01.33+00,0:00:00,0:03:00,\N,0.015,7,900
WALKWAY,53.44864911,-113.4610691,19 AVE-KNOTTWOOD RD W,1628,0.027,6680,75050,TRUE,2017-04-25 20:10:01.409146+00,2017-04-25 20:10:01.41+00,0:00:00,0:05:24,\N,0.027,13,900
ROAD BUFFER,53.52582983,-113.5326362,90A AVE-117 ST,1629,0.023,5580,76020,TRUE,2017-04-25 20:11:17.331469+00,2017-04-25 20:11:17.33+00,0:00:00,0:04:36,0,0.023,,900
ROAD BUFFER,53.52742809,-113.5363244,91 AVE-120 ST,1630,0.042,5580,76021,TRUE,2017-04-25 20:11:17.408466+00,2017-04-25 20:11:17.41+00,0:00:00,0:08:24,0,0.042,,900
ROAD BUFFER,53.51258752,-113.5044779,UNIVERSITY AVE-106 ST,1633,0.033,5330,76022,TRUE,2017-04-25 20:11:17.47841+00,2017-04-25 20:11:17.48+00,0:00:00,0:06:36,0,0.033,,900
ROAD ISLAND,53.51424547,-113.5355121,78 AVE-119 ST,1634,0.02,5040,76023,TRUE,2017-04-25 20:11:17.548952+00,2017-04-25 20:11:17.55+00,0:00:00,0:04:00,0,0.02,,900
ROAD BUFFER,53.51250531,-113.5287588,76 AVE-115 ST,1635,0.019,5040,76024,TRUE,2017-04-25 20:11:17.619222+00,2017-04-25 20:11:17.62+00,0:00:00,0:03:48,0,0.019,,900
QUEEN ALEXANDRA PARK/PLGD,53.50966421,-113.5083314,73 AVE-108 ST,1636,0.384,5330,76025,TRUE,2017-04-25 20:11:17.69096+00,2017-04-25 20:11:17.69+00,0:07:12,0:28:48,0.24,0.144,,900
SOUTHSIDE ARENA,53.5080913,-113.501746,72 AVE-105 ST,1637,0.229,5330,76026,TRUE,2017-04-25 20:11:17.765697+00,2017-04-25 20:11:17.77+00,0:00:00,0:45:48,0,0.229,,900
NEIGHBORHOOD PARK,53.52187389,-113.5347193,86 AVE-118 ST,1638,0.046,5580,76027,TRUE,2017-04-25 20:11:17.839138+00,2017-04-25 20:11:17.84+00,0:00:00,0:09:12,0,0.046,,900
ROAD BUFFER,53.5070304,-113.53702,71A AVE-118-119 ST,1639,0.172,5040,76028,TRUE,2017-04-25 20:11:17.909821+00,2017-04-25 20:11:17.91+00,0:00:00,0:34:24,0,0.172,,900
ROAD ISLAND,53.46375409,-113.4614022,86 ST - 32 AVE,1642,0.027,6750,75051,TRUE,2017-04-25 20:10:01.488525+00,2017-04-25 20:10:01.49+00,0:00:00,0:05:24,\N,0.027,12,900
ROAD ISLAND,53.46444895,-113.4589404,85 ST - 33 AVE,1643,0.02,6750,75052,TRUE,2017-04-25 20:10:01.560089+00,2017-04-25 20:10:01.56+00,0:00:00,0:04:00,\N,0.02,13,900
WHITEMUD DRIVE S/C,53.48726388,-113.4061452,BETWEEN 50 & 34 ST,1644,7.242,6330,75053,TRUE,2017-04-25 20:10:01.63191+00,2017-04-25 20:10:01.63+00,2:45:00,5:48:24,5.5,1.742,7,910
WALKWAY,53.45376048,-113.4487908,78 ST - 24 AVE,1645,0.031,6470,75054,TRUE,2017-04-25 20:10:01.710662+00,2017-04-25 20:10:01.71+00,0:00:00,0:06:12,\N,0.031,9,900
WALKWAY,53.45326491,-113.4399242,WEST 69 ST-CONNECTING-21-23 AVE,1646,0.026,6200,75055,TRUE,2017-04-25 20:10:01.782654+00,2017-04-25 20:10:01.78+00,0:00:00,0:05:12,\N,0.026,17,900
ROADWAY,53.50784204,-113.4410902,GIRARD ROAD S OF ARGYLL ROAD,1652,0.044,6260,75056,TRUE,2017-04-25 20:10:01.852998+00,2017-04-25 20:10:01.85+00,0:00:00,0:08:48,0,0.044,3,900
ROADWAY BUFFERS & ISLANDS,53.49982618,-113.4623766,63 AVE SOUTH SIDE BTWN 91-86 ST.,1654,0.248,6090,75057,TRUE,2017-04-25 20:10:01.924821+00,2017-04-25 20:10:01.92+00,0:00:00,0:49:36,0,0.248,11,900
NEIGHBOURHOOD PARK,53.47011655,-113.5111887,36 AVE-109 ST,1656,0.367,5160,76029,TRUE,2017-04-25 20:11:17.981302+00,2017-04-25 20:11:17.98+00,0:00:00,1:13:24,0,0.367,,900
WHITEMUD DRIVE S/S,53.48456095,-113.447928,WHITEMUD DR S/S: 76 ST - 66 ST,1657,2.21,6480,75058,TRUE,2017-04-25 20:10:01.996459+00,2017-04-25 20:10:02+00,0:47:24,2:06:00,1.58,0.63,6,910
Maurice Poirier Park,53.55564341,-113.4297217,108 AVE-67 ST,1658,0.455,6061,75059,TRUE,2017-04-25 20:10:02.070665+00,2017-04-25 20:10:02.07+00,0:02:15,1:16:00,0.075,0.38,8,900
Camel Humps Natural Area,53.53674607,-113.4682492,SOUTH OF 9725 - 92 ST,1659,0.3,6070,75060,TRUE,2017-04-25 20:10:02.142585+00,2017-04-25 20:10:02.14+00,0:00:00,1:00:00,0,0.3,38,910
ROAD MERIDEAN,53.46118388,-113.5182582,SADDLEBACK RD. 111 - 119 ST,1663,8.1304,5490,76030,TRUE,2017-04-25 20:11:18.054698+00,2017-04-25 20:11:18.05+00,3:15:08,5:25:13,6.5043,1.6261,,900
ROAD ISLAND,53.46077611,-113.5398996,#43 BLUE QUILL CRESCENT,1668,0.009,5070,76031,TRUE,2017-04-25 20:11:18.126093+00,2017-04-25 20:11:18.13+00,0:00:00,0:01:48,0,0.009,,900
MILL CREEK RAVINE PARK,53.50483238,-113.4689413,66-70 AVE-E OF 93 ST BY RAVINE,1674,1.025,6290,75061,TRUE,2017-04-25 20:10:02.213784+00,2017-04-25 20:10:02.21+00,0:26:08,0:30:48,0.871,0.154,29,920
NEIGHBOURHOOD PARK,53.47011375,-113.5142399,36 AVE-110 ST,1675,0.298,5160,76032,TRUE,2017-04-25 20:11:18.198906+00,2017-04-25 20:11:18.2+00,0:00:00,0:59:36,0,0.298,,900
WALKWAY,53.44515428,-113.535418,11628-12 AVE,1676,0.094,5511,76033,TRUE,2017-04-25 20:11:18.273176+00,2017-04-25 20:11:18.27+00,0:00:00,0:18:48,0,0.094,,900
WALKWAY P.I.P.,53.47829628,-113.5980875,#476 Romaniuk Rd. to #412 Rooney Cr.,1677,0.034,5350,76034,TRUE,2017-04-25 20:11:18.347996+00,2017-04-25 20:11:18.35+00,0:00:00,0:06:48,0,0.034,,900
ROAD ISLAND,53.44306248,-113.534771,1123-116 ST,1682,0.012,5511,76035,TRUE,2017-04-25 20:11:18.4221+00,2017-04-25 20:11:18.42+00,0:00:00,0:02:24,0,0.012,,900
ROAD ISLAND,53.48947319,-113.5640845,52 AVE-141 ST,1687,0.025,5090,76036,TRUE,2017-04-25 20:11:18.49337+00,2017-04-25 20:11:18.49+00,0:00:00,0:05:00,0,0.025,,930
ROAD ISLAND,53.4948405,-113.5682339,58 AVE-143A ST,1688,0.017,5090,76037,TRUE,2017-04-25 20:11:18.564731+00,2017-04-25 20:11:18.56+00,0:00:00,0:03:24,0,0.017,,930
ROAD MEDIANS,53.4904304,-113.5676581,53 Ave. - Whitemud Dr. to 140 St.,1689,0.182,5090,76038,TRUE,2017-04-25 20:11:18.635642+00,2017-04-25 20:11:18.64+00,0:00:00,0:36:24,0,0.182,,930
WALKWAY,53.46602925,-113.5083733,33-33A AVE-107A-108 ST,1690,0.036,5470,76039,TRUE,2017-04-25 20:11:18.707829+00,2017-04-25 20:11:18.71+00,0:00:00,0:07:12,0,0.036,,900
PIPELINE RIGHT OF WAY,53.49349408,-113.5673686,56 AVE-141-145 ST,1691,0.878,5090,76040,TRUE,2017-04-25 20:11:18.779513+00,2017-04-25 20:11:18.78+00,0:23:42,0:17:36,0.79,0.088,,900
BERM,53.49586336,-113.5729885,147 ST-54-61 AVE,1692,0.475,5080,76041,TRUE,2017-04-25 20:11:18.853988+00,2017-04-25 20:11:18.85+00,0:07:01,0:48:12,0.234,0.241,,900
ROAD ISLAND,53.47007117,-113.525362,36 AVE-113A ST,1693,0.063,5220,76042,TRUE,2017-04-25 20:11:18.924662+00,2017-04-25 20:11:18.92+00,0:00:00,0:12:36,0,0.063,,900
ROAD ISLAND,53.47216984,-113.5694037,#301 Bulyea Rd. - #622 Butchart Wynd to #728 Burley Dr.,1695,0.036,5100,76043,TRUE,2017-04-25 20:11:19.000563+00,2017-04-25 20:11:19+00,0:00:00,0:07:12,0,0.036,,900
ROAD ISLAND,53.4596741,-113.5393229,#21 BLUE QUILL CRESCENT,1706,0.015,5070,76044,TRUE,2017-04-25 20:11:19.074711+00,2017-04-25 20:11:19.07+00,0:00:00,0:03:00,0,0.015,,900
ROAD ISLAND,53.45999034,-113.5409313,2831-123 ST,1707,0.014,5070,76045,TRUE,2017-04-25 20:11:19.14604+00,2017-04-25 20:11:19.15+00,0:00:00,0:02:48,0,0.014,,900
WALKWAY,53.45964155,-113.5436653,124A ST-28A-29 AVE,1708,0.034,5070,76046,TRUE,2017-04-25 20:11:19.21678+00,2017-04-25 20:11:19.22+00,0:00:00,0:06:48,0,0.034,,900
EMILY MURPHY PARK ROAD,53.53221461,-113.5348299,116 ST-GROAT ROAD INTERCHANGE,1710,0.218,5370,76047,TRUE,2017-04-25 20:11:19.358298+00,2017-04-25 20:11:19.36+00,0:00:00,0:43:36,0,0.218,,900
RAVINE WALKWAY,53.43508963,-113.6325826,Windermere Dr. Windermere Blv. - 67 Windermere Dr walkway & from 67 Windemere Drive to 403 - 181 St,1711,1.248,5575,76048,TRUE,2017-04-25 20:11:19.429938+00,2017-04-25 20:11:19.43+00,0:22:35,1:39:00,0.753,0.495,,900
WALKWAY,53.47422393,-113.4027813,BESIDE 4132 - 39 AVE,1712,0.02,6370,75062,TRUE,2017-04-25 20:10:02.285471+00,2017-04-25 20:10:02.29+00,0:00:00,0:04:00,\N,0.02,40,900
WALKWAY,53.47559528,-113.4035751,BESIDE 3963 - 42 ST,1713,0.022,6370,75063,TRUE,2017-04-25 20:10:02.358441+00,2017-04-25 20:10:02.36+00,0:00:00,0:04:24,\N,0.022,39,900
WALKWAY,53.4638973,-113.4544161,80-81 ST & LAKEWOOD RD. NORTH - 34 AVE,1714,0.296,6750,75064,TRUE,2017-04-25 20:10:02.434907+00,2017-04-25 20:10:02.43+00,0:00:00,0:59:12,\N,0.296,10,900
WALKWAY,53.45440327,-113.5994911,#819 Haliburton Court to #1683 Hector Road,1716,0.033,5610,76049,TRUE,2017-04-25 20:11:19.500834+00,2017-04-25 20:11:19.5+00,0:00:00,0:06:36,0,0.033,,900
WILLIAM BRAMLEY-MOORE PARK,53.48557887,-113.5685092,47 AVE-144 ST,1720,0.546,5090,76050,TRUE,2017-04-25 20:11:19.572331+00,2017-04-25 20:11:19.57+00,0:09:32,0:45:36,0.318,0.228,,930
WALKWAY,53.41801598,-113.5061208,#1622 Blackmore Court -#1743 Bowness Wynd,1721,0.029,5453,76051,TRUE,2017-04-25 20:11:19.642794+00,2017-04-25 20:11:19.64+00,0:00:00,0:05:48,0,0.029,,900
WALKWAY,53.4255842,-113.46646,BETWEEN 720 & 724 - 87 ST SW,1722,0.01,6211,75065,TRUE,2017-04-25 20:10:02.507014+00,2017-04-25 20:10:02.51+00,0:00:00,0:02:00,\N,0.01,9,900
WALKWAY,53.42411485,-113.5131672,Between #1080 & #1082 Barnes Way,1723,0.027,5453,76052,TRUE,2017-04-25 20:11:19.712832+00,2017-04-25 20:11:19.71+00,0:00:00,0:05:24,0,0.027,,900
