SORT,Lead (NEIGHBOURHOOD route),service_site_ID,Neighborhood,Adddress,Service_level,"X""s",PINSITE_ID,PKSITE_NO,service_location_name,DESCRIPTION,SITE#,lat,long,service_area,580D,72GM,580D Rate,72GM Rate,Service-Duration for 580D,Service-Duration for 72GM,Old District,Weekend/School Route,2017 WIP Area,SLIM_AREA,NOTES,,,,,,,,
665,CAPILANO,1,CAPILANO,54 ST & 107A AVE,B1,11,4261,4261,CAPILANO SCHOOL/PARK/PLGD/CL,54 ST & 107A AVE,4,53.555712840,-113.423543400,5.8840,5.000,0.884,2,0.3,2:30:00,2:56:48,SE,,,,,,,,,,,,
666,KENILWORTH,1,OTTEWELL,WEST SIDE 50 ST-82-90 AVE,B1,11,4262,4262,ROADWAY,WEST SIDE 50 ST - 82 - 90 AVE,1,53.520512340,-113.419095900,0.7810,0.664,0.117,2,0.3,0:19:55,0:23:24,SE,,,,Gerry - Community,,,,,,,,
667,BISSET,1,BISSET,37 ST-33 AVE,B1,11,4267,4267,MARY HANLEY/BISSET SCHOOLS/PARK/PLGD,37 ST - 33 AVE,1,53.461548340,-113.400570500,8.8140,7.492,1.322,2,0.3,3:44:46,4:24:24,SE,,,,,,,,,,,,
668,STRATHCONA INDUSTRIAL PARK,14,STRATHCONA INDUSTRIAL PARK,WEST SIDE OF 97 ST NORTH OF 35 AVE - 39 A,B1,11,4278,4278,ROAD RIGHT OF WAY/UTILITY LOTS,WEST SIDE OF 97 ST NORTH OF 35 AVE - 39 AVE,14,53.472060060,-113.479673100,0.3370,0.000,0.337,2,0.3,0:00:00,1:07:24,SE,,,,,,,,,,,,
669,MILL CREEK RAVINE SOUTH,33,MILL CREEK RAVINE SOUTH,93 ST & 82 AVE,A1,18,4282,4282,MILL CREEK RAVINE PARK,93 ST & 82 AVE,333,53.517721530,-113.470954600,0.3550,0.300,0.055,2,0.3,0:09:00,0:11:00,SE,,,,,,,,,,,,
670,RIVER VALLEY GOLD BAR,9,RIVER VALLEY GOLD BAR,NORTH SIDE OF 106 AVE: 74 ST - ROWLAND Rd,B1,11,4288,4288,ROADWAY,NORTH SIDE OF 106 AVE: 74 ST - ROWLAND RD.,309,53.549588540,-113.439784200,0.3550,0.300,0.055,2,0.3,0:09:00,0:11:00,SE,,,,,,,,,,,,
671,WEINLOS,1,WEINLOS,48 ST & 28 AVE,B1,11,4294,4294,WEINLOS/KATE CHEGWIN SCHOOLS/PARK/PLGD,48 ST & 28 AVE,1,53.460970160,-113.414156900,7.0900,6.027,1.064,2,0.3,3:00:48,3:32:42,SE,,,,,,,,,,,,
672,KENILWORTH,2,KENILWORTH,86 AVE-68A ST,B1,11,4308,4308,Kenilworth Arena/Ste. Jeanne d'Arc School,86 AVE - 68A ST,1,53.519796630,-113.430513900,3.0820,2.620,0.462,2,0.3,1:18:36,1:32:24,SE,,,,,,,,,,,,
673,KAMEYOSEK,8,KAMEYOSEK,31 -32 AVE & LAKEWOOD RD. EAST - 66 ST,B1,11,4322,4322,WALKWAY,31 - 32 AVE & LAKEWOOD RD. EAST - 66 ST,8,53.462943530,-113.438757000,0.4770,,0.477,2,0.3,0:00:00,1:35:24,SE,,,,,,,,,,,,
674,MEYONOHK,1,MEYONOHK,79 ST-LAKEWOOD RD S,B1,11,4328,4328,MEYONOHK SCHOOL/PARK/PLGD,79 ST - LAKEWOOD RD S,1,53.455291880,-113.455829100,4.9320,4.192,0.740,2,0.3,2:05:46,2:27:58,SE,,,,,,,,,,,,
675,ELLERSLIE,,ELLERSLIE,EAST OF 75 ST SW & NORTH OF 7 AVE SW,B1,11,4331,4331,7203 - 4 AVE SW,EAST OF 75 ST SW & NORTH OF 7 AVE SW,,53.427811770,-113.449320000,0.5770,0.491,0.087,2,0.3,0:14:44,0:17:24,SE,,,,,,,,,,,,
676,KINISKI GARDENS,1,KINISKI GARDENS,41 AVE-41 ST,B1,11,4341,4341,KINISKI SCHOOL/PARK/PLGD/C.L.,41 AVE - 41 ST,1,53.478382170,-113.406262900,7.7680,6.603,1.165,2,0.3,3:18:05,3:53:02,SE,,,,,,,,,,,,
677,TAMARACK,,TAMARACK,WHITEMUD DRIVE :  17 ST. TO ROW,B1,11,4343,4343,WHITEMUD DRIVE,17 ST. TO ROW,,53.481596395,-113.365765607,1.6077,0.000,1.608,2,0.3,0:00:00,5:21:33,SE,Weekend - Roadway,,1.607748189,,,,,,,,,
678,BISSET,10,BISSET,W/S & C 34 St: 34 Ave - 23 Ave,B1,11,4344,4344,ROADWAY,W/S & C 34 St: 34 AVE - 23 AVE,10,53.458689090,-113.394121500,1.664,2.880,1.664,2,0.3,1:26:24,5:32:53,SE,Weekend - Roadway,,1.664396902,Used SLIM Area,,,,,,,,
679,GREENVIEW,6,GREENVIEW,50-54 ST & 38-39 A AVE,B1,11,4362,4362,PIPELINE RIGHT OF WAY,50 - 54 ST & 38 - 39 A AVE,6,53.472659470,-113.418249200,1.5090,0.226,1.283,2,0.3,0:06:47,4:16:36,SE,,,,,,,,,,,,
680,RICHFIELD,7,RICHFIELD,SOUTH SIDE/C 34 AVE-91 ST-MILLWOODS RD,B1,11,4365,4365,ROADWAY,SOUTH SIDE/C 34 AVE - 91 ST - MILL WOODS RD W,7,53.465048990,-113.459289800,1.7670,0.867,0.900,2,0.3,0:26:01,3:00:00,SE,Weekend - Roadway,,,,,,,,,,,
681,TIPASKAN,6,TIPASKAN,WEST SIDE MILLWOODS RD-BTWN-34-28 AVE,B1,11,4366,4366,ROADWAY,WEST SIDE MILL WOODS RD - BTWN - 34 - 28 AVE,6,53.463489340,-113.450608500,0.2120,0.000,0.212,2,0.3,0:00:00,0:42:24,SE,Weekend - Roadway,,,,,,,,,,,
682,CAPILANO,14,CAPILANO,69 ST-BTWN-108 AVE-HARDISTY DRIVE,B1,11,4374,4374,UTILITY LOT (BACK ALLEY),69 ST - BTWN - 108 AVE - HARDISTY DRIVE,14,53.556686270,-113.430092600,0.0280,0.000,0.028,2,0.3,0:00:00,0:05:36,SE,,,,,,,,,,,,
683,CPR IRVINE,8 & 11,HAZELDEAN,E/S & C 99 ST: 63 AVE - 66 AVE/66 AVE - 72 AVE,B1,11,4375,4375,ROADWAY BUFFER/TRIANGLE,E/S & C 99 ST: 63 AVE - 72 AVE,8,53.502726540,-113.485992600,0.3290,0.000,0.329,2,0.3,0:00:00,1:05:48,SE,,,,,,,,,,,,
685,TIPASKAN,2,TIPASKAN,MILLWOODS RD-28 AVE,B2,8,4388,4388,FRERE ANTOINE SCHOOL,MILL WOODS RD - 28 AVE,2,53.460024810,-113.450095800,3.6170,3.074,0.543,2,0.3,1:32:14,1:48:31,SE,,,,,,,,,,,,
686,IDYLWYLDE,11,IDYLWYLDE,WS 75 ST: 83 - 90 AVE,A2,12,4394,4394,ROADWAY,WS 75 ST: 83 - 90 AVE,11,53.521956020,-113.443259300,1.8360,0.276,1.560,2,0.3,0:08:17,5:12:00,SE,,,,,,,,,,,,
687,LAMBTON INDUSTRIAL,3,OTTEWELL,E/S & C 50 ST: 90 AVE - 92 AVE,B1,11,4396,4396,ROADWAY,E/S & C 50 ST: 90 AVE - 92 AVE,3,53.524767980,-113.418606800,0.2020,0.170,0.032,2,0.3,0:05:06,0:06:24,SE,,,,Gerry - Community,,,,,,,,
688,SOUTHEAST INDUSTRIAL,1,SOUTHEAST INDUSTRIAL,17 St - 68 Ave,B1,11,4398,4398,"Park, Sports Fields and SWMF",MAPLE RIDGE PARK - 17 St - 68 AVE,2,53.505199410,-113.365164100,4.5091,3.833,0.676,2,0.3,1:54:59,2:15:16,SE,,,4.5091,Used SLIM area 85/15 rule,,,,,,,,
689,DALY GROVE,7,DALY GROVE,39 ST-17A-17B AVE,B1,11,4411,4411,WALKWAY,39 ST - 17A - 17B AVE,7,53.447420300,-113.401979000,0.0810,0.000,0.081,2,0.3,0:00:00,0:16:12,SE,,,,,,,,,,,,
690,SILVER BERRY,4,SILVER BERRY,East of 30 St: 33 Ave - 23 Ave,B1,11,4415,4415,AltaLink Right of Way & WALKWAYs,East of 30 St: 33 AVE - 23 AVE,4,53.459637310,-113.381721400,4.5830,4.583,0.000,2,0.3,2:17:29,0:00:00,SE,,,,,,,,,,,,
691,EKOTA,3,EKOTA,MW RD S-75 ST/ES OF SCHOOL,B1,11,4423,4423,ST CLEMENTS SCHOOL/WALKWAY,MW RD S - 75 ST/ES OF SCHOOL,3,53.446564240,-113.447937100,1.4080,0.812,0.596,2,0.3,0:24:22,1:59:12,SE,,,,,,,,,,,,
692,KAMEYOSEK,1,KAMEYOSEK,LAKEWOOD RD E - 31 AVE,B1,11,4427,4427,KAMEYOSEK SCHOOL/PLGD/C.L./WALKWAY,LAKEWOOD RD E - 31 AVE,1,53.461258920,-113.443230100,5.7190,4.861,0.858,2,0.3,2:25:50,2:51:34,SE,,,,,,,,,,,,
693,BISSET,2,BISSET,39 ST-26 AVE/41 ST-BTWN-26-28 AVE,B1,11,4428,4428,STAR BLANKET PARK/WALKWAY/PIPELINE,39 ST - 26 AVE/41 ST - BTWN - 26 - 28 AVE,2,53.457485280,-113.401128700,0.5850,0.100,0.485,2,0.3,0:03:00,1:37:00,SE,,,,,,,,,,,,
694,RIVER VALLEY GOLD BAR,306,TERRACE HEIGHTS,E/S 75 ST ABOVE WALL: 101AVE - 104 AVE,B1,11,4437,4437,ROAD BUFFER,E/S 75 ST ABOVE WALL : 101 AVE - 104 AVE,306,53.544390710,-113.442754900,0.2590,,0.259,2,0.3,0:00:00,0:51:48,SE,,,,,,,,,,,,
695,TAMARACK,3,TAMARACK,1567-37C Ave to 1566-37B Ave,B1,11,4438,4438,WALKWAY,1567 - 37C AVE to 1566 - 37B AVE,3,53.474136790,-113.367404600,0.0140,,0.014,2,0.3,0:00:00,0:02:48,SE,,,,,,,,,,,,
696,KENILWORTH,13,GAINER INDUSTRIAL,82 AVE-71 ST,B1,11,4439,4439,ROADWAY,82 AVE - 71 ST (SHERWOOD PARK FREEWAY),13,53.517932800,-113.437991300,0.3070,0.260,0.047,2,0.3,0:07:48,0:09:24,SE,Weekend - Roadway,,,,,,,,,,,
697,PARSONS INDUSTRIAL,4,PARSONS INDUSTRIAL,28 Ave: Parsons Road (99 St) - 91 St,B1,11,4443,4443,ROADWAY - 28 Ave,28 AVE: Parsons Road (99 St) - 91 St,4,53.458799880,-113.475642000,1.7300,1.470,0.260,2,0.3,0:44:06,0:52:00,SE,Weekend - Roadway,,,,,,,,,,,
698,LAMBTON INDUSTRIAL,2,LAMBTON INDUSTRIAL,E/S & C 50 ST: 82 - 90 AVE,B1,11,4452,4452,ROADWAY,E/S & C 50 ST: 82 - 90 AVE,2,53.519560790,-113.418345500,0.9800,0.380,0.600,2,0.3,0:11:24,2:00:00,SE,,,,Gerry - Community,,,,,,,,
699,FOREST HEIGHTS,6,FOREST HEIGHTS,80 ST-102 AVE,B1,11,4456,4456,MARY FINLAY PARK/FOREST HEIGHTS C L,80 ST - 102 AVE,6,53.543124550,-113.451528300,0.7200,,0.720,2,0.3,0:00:00,2:24:00,SE,,,,,,,,,,,,
700,TAMARACK,1,TAMARACK,Tamarack Green - 12 St,B1,11,4471,4471,School/Park,Tamarack Green - 12 St,1,53.469085850,-113.360644300,7.4660,6.870,0.596,2,0.3,3:26:06,1:59:12,SE,,,,,,,,,,,,
701,SOUTH EDMONTON COMMON,3,SOUTH EDMONTON COMMON,W/S PARSONS ROAD: SOUTH OF 23 AVE - 99 S,B1,11,4479,4479,PIPELINE RIGHT OF WAY,W/S PARSONS ROAD: SOUTH OF 23 AVE - 99 ST,3,53.451263480,-113.479813800,0.0190,,0.019,2,0.3,0:00:00,0:03:48,SE,,,,,,,,,,,,
702,POLLARD MEADOWS,4,POLLARD MEADOWS,E/S & C 50 St: Mill Woods Road South - 23 Ave,B1,11,4482,4482,ROADWAY,E/S & C 50 St: Mill Woods Road South - 23 AVE,4,53.449989740,-113.419323700,2.5880,1.900,0.688,2,0.3,0:57:00,2:17:36,SE,Weekend - Roadway,,,,,,,,,,,
703,MINCHAU,12,MINCHAU,EAST SIDE/C 50 ST BTWN 34 & 38 AVE,B1,11,4483,4483,ROADWAY,EAST SIDE/C 50 ST BTWN 34 & 38 AVE,12,53.467596070,-113.418113300,1.0980,0.714,0.384,2,0.3,0:21:25,1:16:48,SE,Weekend - Roadway,,,,,,,,,,,
704,KAMEYOSEK,9,KAMEYOSEK,66 ST-28 AVE/67 ST-29 AVE,B1,11,4484,4484,WALKWAY/PIPELINE RIGHT OF WAY,66 ST - 28 AVE/67 ST - 29 AVE,9,53.459912710,-113.436595900,1.0970,0.165,0.932,2,0.3,0:04:57,3:06:24,SE,,,,,,,,,,,,
705,HILLVIEW,7,LEE RIDGE,E/S & C 66 ST: 34 AVE - 38 AVE,B1,11,4485,4485,ROADWAY,E/S & C 66 ST: 34 AVE - 38 AVE,7,53.469801680,-113.437677400,2.1060,1.000,1.106,2,0.3,0:30:00,3:41:12,SE,Weekend - Roadway,,,,,,,,,,,
706,HILLVIEW,10,HILLVIEW,65-66 ST & 34 A AVE-34 B AVE,B1,11,4486,4486,WALKWAY,65 - 66 ST & 34 A AVE - 34 B AVE,10,53.467557100,-113.436253900,0.0710,,0.071,2,0.3,0:00:00,0:14:12,SE,,,,,,,,,,,,
707,TERRACE HEIGHTS,11,TERRACE HEIGHTS,NORTH SIDE 98 AVE-67AST-75 ST,B1,11,4489,4489,ROAD BUFFER/TRIANGLES,NORTH SIDE 98 AVE : 67AST - 75 ST,11,53.537660410,-113.438952300,0.2820,,0.282,2,0.3,0:00:00,0:56:24,SE,,,,,,,,,,,,
708,ROPER INDUSTRIAL,3,ROPER INDUSTRIAL,Roper Road: 50 St - 75 St,B1,11,4490,4490,ROADWAY,Roper Road: 50 St - 75 St,3,53.494714680,-113.428219800,0.3380,0.000,0.338,2,0.3,0:00:00,1:07:36,SE,Weekend - Roadway,,,,,,,,,,,
709,KING EDWARD PARK,8,KING EDWARD PARK,W/SIDE 75 ST: 76-82 AVE & 7319 - 80 AVE,B1,11,4493,4493,ROADWAY AND WALKWAY,W/SIDE 75 ST: 76 - 82 AVE & 7319 - 80 AVE,8,53.514837060,-113.443317200,1.0960,0.166,0.930,2,0.3,0:04:59,3:06:00,SE,,,,,,,,,,,,
710,CHARLESWORTH,15,CHARLESWORTH,1A Ave SW: 63 St SW - 64 St SW,B1,11,4497,4497,WALKWAY,1A AVE SW: 63 St SW - 64 St SW,,53.431974700,-113.438600500,0.0150,,0.015,2,0.3,0:00:00,0:03:00,SE,,,,,,,,,,,,
711,TAMARACK,,TAMARACK,31 Ave: 15 - 17 St,B1,11,4500,4500,"BLVD, ISLAND & WALKWAY",31 AVE: 15 - 17 St,2,53.472457770,-113.366835300,0.1850,,0.185,2,0.3,0:00:00,0:37:00,SE,,,,,,,,,,,,
712,MILL CREEK RAVINE SOUTH,3,MILL CREEK RAVINE SOUTH,80 AVE & 91 ST,A1,18,4521,4521,Donnan Park/Arena,80 AVE & 91 ST,3,53.515482440,-113.470138900,2.7370,2.327,0.410,2,0.3,1:09:49,1:22:00,SE,,,,,,,,,,,,
713,TERRACE HEIGHTS,1,TERRACE HEIGHTS,68 ST-100 AVE,B1,11,4522,4522,TERRACE HEIGHTS SCHOOL & C.L.,68 ST - 100 AVE,1,53.539495240,-113.435579000,1.8940,0.294,1.600,2,0.3,0:08:49,5:20:00,SE,,,,,,,,,,,,
714,SILVER BERRY,10,SILVER BERRY,33 Ave North of Silver Berry Road,B1,11,4523,4523,Ravine WALKWAY & BLVD,33 AVE North of Silver Berry Road,10,53.463983780,-113.386156500,0.4650,,0.465,2,0.3,0:00:00,1:33:00,SE,,,,,,,,,,,,
715,SUMMERSIDE,,SUMMERSIDE,Beside 2116 - 69 Street SW,B1,11,4527,4527,WALKWAY,Beside 2116 - 69 Street SW,,53.413788830,-113.446658500,0.0190,0.000,0.019,2,0.3,0:00:00,0:03:48,SE,,,,,,,,,,,,
716,ELLERSLIE INDUSTRIAL,,ELLERSLIE INDUSTRIAL,Ellerslie Rd:101 St-91 St & Parsons Rd:N of Ellersli,B1,11,4529,4529,Ellerslie Rd & Parsons Rd BLVDs,Ellerslie Rd:101 St - 91 St & Parsons Rd:N of Ellerslie Rd,22,53.426240960,-113.482963300,2.0850,1.600,0.485,2,0.3,0:48:00,1:37:00,SE,Weekend - Roadway,,,,,,,,,,,
717,CHARLESWORTH,4,CHARLESWORTH,66 St SW & 2 Ave SW,B1,11,4531,4531,STORM WATER MANAGEMENT FACILITY & WALKWAY,66 St SW & 2 AVE SW,,53.429125000,-113.440440100,1.3810,1.100,0.281,2,0.3,0:33:00,0:56:12,SE,,,,,,,,,,,,
718,WILD ROSE,34,WILD ROSE,3225 - 35 A Ave,B1,11,4532,4532,STORM WATER MANAGEMENT FACILITY,3225 - 35 A AVE,34,53.467123320,-113.392349200,0.970,0.824,0.145,2,0.3,0:24:44,0:29:06,SE,,,0.9699089924,Used SLIM area 85/15 rule,,,,,,,,
719,TAMARACK,6,TAMARACK,East Side & Center 17 St: Whitemud Drive - 34 Av,B1,11,4533,4533,BLVDs & Medians,East Side & Center 17 St: Whitemud Drive - 34 AVE,6,53.476414100,-113.368504100,2.3770,2.020,0.357,2,0.3,1:00:36,1:11:24,SE,Weekend - Roadway,,,,,,,,,,,
720,SILVER BERRY,18,SILVER BERRY,2127 - 32 Ave,B1,11,4534,4534,WALKWAY,2127 - 32 AVE,18,53.461967000,-113.373110700,0.0110,,0.011,2,0.3,0:00:00,0:02:12,SE,,,,,,,,,,,,
721,SILVER BERRY,9,SILVER BERRY,BETWEEN 614 & 618 SILVER BERRY ROAD,B1,11,4535,4535,WALKWAY,BETWEEN 614 & 618 SILVER BERRY ROAD,9,53.461984000,-113.388085900,0.0120,0.000,0.012,2,0.3,0:00:00,0:02:24,SE,,,,,,,,,,,,
722,SILVER BERRY,6,SILVER BERRY,3244 - 28A AVE,B1,11,4536,4536,STORM WATER MANAGEMENT FACILITY & WALKWAYS,3244 - 28A AVE,6,53.460872040,-113.390140100,1.9480,0.000,1.948,2,0.3,0:00:00,6:29:36,SE,,,1.947977623,Used SLIM Area,,,,,,,,
723,GREENVIEW,1,GREENVIEW,38 AVE-58 ST,B1,11,4538,4538,GREENVIEW SCHOOL/PARK/PLGD/WALKWAYS,38 AVE - 58 ST,1,53.475300330,-113.427371000,10.0380,8.538,1.500,2,0.3,4:16:08,5:00:00,SE,,,,,,,,,,,,
724,SILVER BERRY,45,SILVER BERRY,3335 - 25 Street,B1,11,4539,4539,STORM WATER MANAGEMENT FACILITY & WALKWAY,3335 - 25 Street,45,53.465245000,-113.378531600,2.3590,2.359,0.000,2,0.3,1:10:46,0:00:00,SE,,,,,,,,,,,,
725,SILVER BERRY,8,SILVER BERRY,SILVER BERRY RD EAST OF 34 ST,B1,11,4540,4540,UTILITY LOTS,SILVER BERRY RD EAST OF 34 ST,8,53.462893660,-113.391454500,0.6500,0.070,0.580,2,0.3,0:02:06,1:56:00,SE,,,,,,,,,,,,
726,CHARLESWORTH,1,CHARLESWORTH,ELLERSLIE ROAD-66 ST,B1,11,4543,4543,ELLERSLIE ELEM/Jr HIGH SCHOOLS/PLGD,ELLERSLIE ROAD - 66 ST,1,53.426366950,-113.440537500,6.0090,5.600,0.409,2,0.3,2:48:00,1:21:48,SE,,,,,,,,,,,,
727,SUMMERSIDE,,SUMMERSIDE,19A ave east of 68A Street,B1,11,4544,4544,WALKWAY,Walkway 19A AVE east of 68A Street,,53.416535590,-113.447435700,0.0140,0.000,0.014,2,0.3,0:00:00,0:02:48,SE,,,,,,,,,,,,
728,RICHFIELD,6,RICHFIELD,SOUTH SIDE MILLWOODS RD-87 ST-36 AVE,B1,11,4545,4545,ROADWAY,SOUTH SIDE MILL WOODS RD - 87 ST - 36 AVE,6,53.473734540,-113.458695100,0.3920,0.000,0.392,2,0.3,0:00:00,1:18:24,SE,Weekend - Roadway,,,,,,,,,,,
729,WEIR INDUSTRIAL,1,WEIR INDUSTRIAL,76 AVE-BTWN 50-34 ST,B1,11,4546,4546,ROADWAY,76 AVE - BTWN 50 - 34 ST,1,53.512279050,-113.411550100,1.7900,0.000,1.790,2,0.3,0:00:00,5:58:00,SE,Weekend - Roadway,,,,,,,,,,,
730,KENILWORTH,12,KENILWORTH,75 ST & 82 - 90 AVE,B1,11,4547,4547,CENTRE ROAD ISLANDS,75 ST & 82 - 90 AVE,12,53.521921050,-113.442885500,0.0560,,0.056,2,0.3,0:00:00,0:11:12,SE,,,,,,,,,,,,
731,DAVIES INDUSTRIAL EAST,3,GAINER INDUSTRIAL,BTWN 75 & 34 ST INCLUDING 82 AVE - 71 ST,B1,11,4550,4550,SHERWOOD PARK FREEWAY,BTWN 75 & 34 ST INCLUDING 82 AVE - 71 ST,103,53.514084580,-113.432414500,0.5610,0.477,0.084,2,0.3,0:14:19,0:16:48,SE,Weekend - Roadway,,,,,,,,,,,
732,ELLERSLIE,331,ELLERSLIE,66 St Ellerslie to 2 AVE,B1,11,4554,4554,66 St Ellerslie to TUC,,331,53.427931740,-113.442795900,0.8800,0.750,0.130,2,0.3,0:22:30,0:26:00,SE,Weekend - Roadway,,,,,,,,,,,
733,FULTON PLACE,2,FULTON PLACE,FULTON ROAD-103-104 AVE,B1,11,4556,4556,FULTON PLACE SCHOOL/C.L./CAMERON ARENA/PLGDS,FULTON ROAD - 103 - 104 AVE,2,53.545985430,-113.425008800,3.2500,2.763,0.488,2,0.3,1:22:53,1:37:30,SE,,,,,,,,,,,,
734,TERRACE HEIGHTS,12,TERRACE HEIGHTS,EAST OF 57 ST BTWN TERRACE ROAD - 101 A,B1,11,4557,4557,ROAD ISLANDS,EAST OF 57 ST BTWN TERRACE ROAD - 101 AVE,12,53.541077900,-113.422009000,0.3160,0.000,0.316,2,0.3,0:00:00,1:03:12,SE,,,,,,,,,,,,
735,EASTGATE BUSINESS PARK,104,RIVER VALLEY GOLD BAR,N/S 101 Ave(Baseline Road): 50 St - 34 St,B2,8,4561,4561,ROADWAY,N/S 101 AVE(Baseline Road): 50 St - 34 St,104,53.541495960,-113.407676400,0.8080,0.121,0.687,2,0.3,0:03:38,2:17:24,SE,,,,,,,,,,,,
736,GOLD BAR,51,RIVER VALLEY GOLD BAR,106 Ave & 43 St,B1,11,4562,4562,Gold Bar Ravine Buffer,106 AVE & 43 St,51,53.551842940,-113.408919700,0.4650,0.070,0.395,2,0.3,0:02:06,1:19:00,SE,,,,,,,,,,,,
737,SATOO,2,SATOO,KNOTTWOOD ROAD W-17 AVE,B1,11,4572,4572,SATOO ELEM SCH/Park/PLGD/C.L./DAN KNOTT Jr H. SCH/pipeline,KNOTTWOOD ROAD W - 17 AVE,2,53.446135930,-113.457624900,3.6650,3.115,0.550,2,0.3,1:33:27,1:49:57,SE,,,,,,,,,,,,
738,SUMMERSIDE,57,SUMMERSIDE,N & S 17 Ave SW east of 85 St SW,B1,11,4573,4573,WALKWAY,N & S 17 AVE SW east of 85 St SW,57,53.417673200,-113.462886000,0.1850,0.000,0.185,2,0.3,0:00:00,0:37:00,SE,,,,,,,,,,,,
739,SILVER BERRY,7,SILVER BERRY,33B Ave: 17 St - 23 St,B1,11,4574,4574,BLVD/Ravine WALKWAY,33B AVE: 17 St - 23 St,7,53.465105330,-113.371801900,0.3490,,0.349,2,0.3,0:00:00,1:09:48,SE,,,,,,,,,,,,
740,OTTEWELL,2,OTTEWELL,94 AVE-OTTEWELL ROAD,B1,11,4576,4576,OTTEWELL/CLARA TYNER SCHOOLS/PLGD,94 AVE - OTTEWELL ROAD,2,53.531427290,-113.437278900,4.0250,3.421,0.604,2,0.3,1:42:38,2:00:45,SE,,,,,,,,,,,,
741,TERRACE HEIGHTS,12,TERRACE HEIGHTS,NORTH SIDE 101 AVE-67-70 ST,B1,11,4578,4578,ROAD BUFFER,NORTH SIDE 101 AVE : 67 - 70 ST,12,53.541307360,-113.433868600,0.1630,,0.163,2,0.3,0:00:00,0:32:36,SE,,,,,,,,,,,,
742,SUMMERSIDE,63,SUMMERSIDE,Savaryn Drive: 22 Ave SW- Summerside Link,B1,11,4579,4579,BLVD & ROAD ISLAND,Savaryn Drive: 22 AVE SW - Summerside Link,63,53.413027140,-113.466571400,0.1850,0.000,0.185,2,0.3,0:00:00,0:37:00,SE,,,,,,,,,,,,
743,SUMMERSIDE,65,SUMMERSIDE,Savaryn Drive & Summerside Link,B1,11,4581,4581,STORM WATER MANAGEMENT FACILITY,Savaryn Drive & Summerside Link,65,53.412919990,-113.477500900,3.0370,2.734,0.303,2,0.3,1:22:01,1:00:36,SE,,,,,,,,,,,,
744,OTTEWELL,20,OTTEWELL,S/S & C 98 AVE: 67A ST - TERRACE ROAD,B1,11,4583,4583,ROAD INTERCHANGE,S/S & C 98 AVE: 67A ST - TERRACE ROAD,20,53.537049060,-113.429379800,1.8360,0.276,1.560,2,0.3,0:08:17,5:12:00,SE,,,,,,,,,,,,
745,SILVER BERRY,40,SILVER BERRY,E/S 34 ST: RAVINE SOUTH TO 23 AVE,B1,11,4584,4584,ROAD BUFFER,E/S 34 ST: RAVINE SOUTH TO 23 AVE,40,53.460765940,-113.393563000,1.6480,,1.648,2,0.3,0:00:00,5:29:36,SE,Weekend - Roadway,,,,,,,,,,,
746,TERRACE HEIGHTS,5,TERRACE HEIGHTS,67-70 ST-101-103 AVE,B1,11,4586,4586,RAVINE BUFFER PARK/PLGD (BACK ALLEY),67 - 70 ST / 101 - 103 AVE,5,53.542727910,-113.432695000,1.3860,1.178,0.208,2,0.3,0:35:20,0:41:36,SE,,,,,,,,,,,,
747,RIVER VALLEY GOLD BAR,4,TERRACE HEIGHTS,70 ST-103 AVE,B1,11,4587,4587,RAVINE BUFFER,70 ST - 103 AVE,304,53.544450820,-113.435663200,0.0370,0.000,0.037,2,0.3,0:00:00,0:07:24,SE,,,,,,,,,,,,
748,RIVER VALLEY GOLD BAR,305,TERRACE HEIGHTS,73 ST-104 AVE,B1,11,4588,4588,NEIGHBOURHOOD PARK/RAVINE BUFFER,73 ST - 104 AVE,305,53.546155240,-113.440323000,0.0120,0.000,0.012,2,0.3,0:00:00,0:02:24,SE,,,,,,,,,,,,
749,KENILWORTH,5,KENILWORTH,75 ST-87 AVE,B1,11,4601,4601,ROADWAY PARK,75 ST - 87 AVE,5,53.522247430,-113.442083400,0.2290,0.034,0.195,2,0.3,0:01:01,0:39:00,SE,,,,,,,,,,,,
750,KENILWORTH,8,KENILWORTH,87 AVE-68A ST,B1,11,4603,4603,ROAD ISLAND,87 AVE - 68A ST,8,53.522208260,-113.430510500,0.0530,,0.053,2,0.3,0:00:00,0:10:36,SE,,,,,,,,,,,,
751,GOLD BAR,1,GOLD BAR,46 St & 106 Ave,B1,11,4604,4604,Gold Bar Elementary School/Park/Plgd/CL,46 St & 106 AVE,1,53.549819410,-113.414105400,3.4820,2.960,0.522,2,0.3,1:28:47,1:44:28,SE,,,,,,,,,,,,
752,STRATHEARN,1,STRATHEARN,89 ST-95 AVE,B1,11,4609,4609,STRATHEARN ELEM/JR HIGH SCHOOLS/PLGD,89 ST - 95 AVE,1,53.530729700,-113.462096100,3.3860,2.880,0.506,2,0.3,1:26:24,1:41:12,SE,,,,,,,,,,,,
753,FOREST HEIGHTS,4,FOREST HEIGHTS,83 ST-100 AVE,B1,11,4616,4616,ST KEVIN'S SCHOOL,83 ST - 100 AVE,4,53.539341810,-113.455659800,1.1160,0.950,0.166,2,0.3,0:28:30,0:33:12,SE,,,,,,,,,,,,
754,FULTON PLACE,6,FULTON PLACE,57 ST-101A-102 AVE,B1,11,4622,4622,HARRY HARDIN PARK/WALKWAY,57 ST - 101A - 102 AVE,6,53.542601130,-113.424079300,0.3150,,0.315,2,0.3,0:00:00,1:03:00,SE,,,,,,,,,,,,
